REF;"TITRE UK";"CHAPO UK";"CHAPO FR";"DESCRIPTIF UK";"DESCRIPTIF FR";"POSTSCRIPTUM UK";"POSTSCRIPTUM FR";PRIX;PRIX2;PHOTO;BRAND;"COULEUR UK";"MATERIAL UK";"CONTENT UK";CATEGORIE
CRDN430X;;;"Réfrigérateur CONDOR en tunisie CRDN430X - Volume Brut: 340 Litres - Nombre de Portes : 2 - Système de refroidissement: NoFrost - Classe énergétique: A++ - Classe climatique: T - Tension d'alimentation: 220-240V-50Hz - Éclairage intérieur LED - Consommation d'énergie: 0.815 KWH/24h, 297 kwh/an - Dimensions: 1724 x 595x 695 mm  - Couleur: Silver - Garantie: 2 ans ";;"Caractéristiques du RÉFRIGÉRATEUR CONDOR CRDN430X en Tunisie - Marque : CONDOR - Consommation d énergie : 0.815 KWH/24h - Poids : 64 Kg - Nombre de portes : 2 portes - Alimentation-courant : 220-240V/50HZ - Classe Énergétique : A++ - Système de Refroidissement : NoFrost - Volume Utile Total : 340 Litres - Volume Brut : 301 - 400 Litres - Avec Distributeur : Non - Afficheur : Sans Afficheur - Type : Double Portes - Couleur : Blanc - Dimensions : 1724 x 595 x 695 mm - Garantie : 2 ans";;;1539.0000;;"refrigerateur-condor-340-litres-nofrost-silver-crdn430s.webp;refrigerateur-condor-340-litres-nofrost-silver-crdn430s.webp";CONDOR;Silver;;;"Gros Électroménager/RÉFRIGÉRATEUR/Réfrigérateur Double Porte;Gros Électroménager/RÉFRIGÉRATEUR;Gros Électroménager"
CRF-T60GF20S;;;"Réfrigérateur CONDOR en tunisie - Réf : CRF-T60GF20S - Defrost - Capacité 500L - Capacité Réfrigérateur 374L - Capacité du congélateur 126L - Dégivrage Automatique - Classe d’efficacité énergétique A - Consommation d’Énergie: 1.6KW/24h - 584Kw/An - Tension: 220-240 V - Dimensions: 1815 x 742 x 732 mm - Poids: 81 kg - Couleur : Silver - Garantie : 2 ans .";;"Réfrigérateur CONDOR 500L CRF-T60GF20S en Tunisie Le Réfrigérateur CONDOR 500L est disponible en Tunisie au meilleur prix chez EHK. Réf : CRF-T60GF20S - Réfrigérateur CONDOR 500L Defrost - Capacité 500L - Capacité Réfrigérateur 374L - Capacité du congélateur 126L - Dégivrage Automatique - Classe d’efficacité énergétique A - Consommation d’Énergie: 1.6KW/24h - 584Kw/An - Tension: 220-240 V - Dimensions: 1815 x 742 x 732 mm - Poids: 81 kg - Couleur : Silver - Garantie : 2 ans .";;;1269.0000;;refrigerateur-condor-defrost-500l-crf-t60gf20-blanc.png;CONDOR;;;;"Gros Électroménager/RÉFRIGÉRATEUR/Réfrigérateur Double Porte;Gros Électroménager/RÉFRIGÉRATEUR;Gros Électroménager"
CFH-T39GM05;;;"Congélateur Horizontal Condor en tunisie : T39GM05 - Capacité Nette 290 Litres - Dégivrage manuel - Commande mécanique - Type de froid : statique ( DF) - Type de Gaz R600a - Super congélation - classe énergétique: 3 - Dimensions nette 850 x 1115 x 645 mm - couleur : Blanc - Garantie 2 ans";;"Congélateur Horizontal CONDOR T39GM05 en Tunisie - Volume: 290 Litres - classe énergétique: 3 - Type de Gaz: R600a - Dégivrage manuel - Commande mécanique - Type de froid: statique ( DF) - Super congélation - Dimensions: 850 x 1115 x 645 mm - Couleur : Blanc - Garantie : 2 ans";;;1149.0000;;congelateur-horizontal-condor-290-litres-t39gm05-garantie-2-ans.jpg;CONDOR;;;;"Gros Électroménager/CONGÉLATEUR;Gros Électroménager/CONGÉLATEUR/Congélateur Horizontal;Gros Électroménager"
CON-G610W;;;"Machine à laver Frontale Condor en Tunisie - Capacité 6 Kg - Vitesse d'essorage Max. 1000 Rpm - 15x Programmes - Avec Afficheur - Classe énergétique A++ - couleur : blanc - Garantie 2 ans";;"MACHINE À LAVER FRONTALE CONDOR - 6 KG - G610 - en Tunisie Commandez cet machine à laver frontale en Tunisie directement en ligne dés maintenant sur EHK à prix abordable. Si vous vous lassez des machines à laver frontales bruyantes, découvrez le CONDOR - G610 chez ELECTRO HADJ KACEM : c’est le meilleur lave linge silencieux du moment. Modèle G610 Marque Condor Catégorie Machine à laver Frontale Couleur Blanc Type Frontale Capacité de lavage 6 Kg Nombre de tours 1000 trs/min Nombre des programmes 15 programmes Classe énergétique A++";;;889.0000;;machine-a-laver-frontale-condor-6-kg-blanc-g610.jpg;CONDOR;;;;"Gros Électroménager/MACHINE À LAVER/Machine À Laver Frontale;Gros Électroménager/MACHINE À LAVER;Gros Électroménager"
"TCA- 36FHR/U3";;;"Climatiseur armoire TCL 36000 BTU - Puissance : 36000BT/h - Mode : chaud/froid - Capacité (Froid) : 36000Btu/h ;14000W - Capacité (Chaud) : 51500 Btu/h-15000 W / - Enlèvement de l'humidité : 4 Liters/h - Tension Maximale : 3 MPa - Tension Minimale : 0.7MPa- - Niveau de bruit : 50db(A) - Garantie : 36 mois";;"Climatiseur armoire TCL TCA- 36FHR/U3 en Tunisie - Puissance : 36000BT/h - Mode : chaud/froid - Capacité (Froid) : 36000Btu/h ;14000W - Capacité (Chaud) : 51500 Btu/h-15000 W  - Enlèvement de l'humidité : 4 Liters/h - Tension Maximale : 3 MPa - Tension Minimale : 0.7MPa- - Niveau de bruit : 50db(A) - Garantie : 36 mois";;;4119.0000;;climatiseur-armoire-tcl-36000-btu-tca-36fhru3.jpg;TCL;;;;"CLIMATISATION;CLIMATISATION/ARMOIRE DE CLIMATISATION"
WH141AE;;;"Congélateur WHIRLPOOL - Volume: 170 Litres - Volume Net: 133 Litres - Classe énergétique: A++ - Capacité de Congélation: 10 kg/24h - Dual cool - Fonction de congélation rapide - Thermostat réglable - Autonomie en cas de coupure de courant: 28 heures - Dimensions: 86.5 x 57.3 x 64.2 cm - Couleur: Blanc - Garantie: 2 ans";;"Congélateur Horizontal WHIRLPOOL WH141AE 170 Litres – Blanc Optez pour la préservation optimale de vos aliments avec nos congélateurs Horizontal de qualité chez Electro Hadj Kacem. Nos congélateurs, provenant de marques réputées telles que WHIRLPOOL, sont conçus pour offrir un espace de stockage fiable et efficace. Que vous ayez besoin de conserver des produits surgelés, des plats cuisinés d'avance ou même de la glace pour rafraîchir vos boissons, nos congélateurs offrent une capacité généreuse et des fonctionnalités pratiques pour répondre à tous vos besoins. Fiche Technique du Congélateur Horizontal WHIRLPOOL WH141AE 170 Litres – Blanc Référence du Congélateur WH141AE Marque du Congélateur WHIRLPOOL Type du Congélateur Horizontal Système de refroidissement DeFrost Couleur du Congélateur Blanc Garantie du Congélateur 2 ans &nbsp; Bénéficiez de la technologie de congélation rapide et de la gestion intelligente de la température pour préserver la fraîcheur de vos aliments plus longtemps. Grâce à leur design ergonomique et à leurs options de rangement modulables, nos congélateurs vous offrent une organisation optimale pour simplifier votre quotidien. Découvrez dès maintenant notre gamme complète de congélateurs chez Electro Hadj Kacem, et assurez-vous que vos provisions restent parfaitement préservées.";;;869.0000;;"Congelateur-Horizontal-WHIRLPOOL-WH141AE-170-Litres-Blanc.jpg;Congelateur-Horizontal-WHIRLPOOL-WH141AE-170-Litres-Blanc-1.jpg;Congelateur-Horizontal-WHIRLPOOL-WH141AE-170-Litres-Blanc-2.jpg";WHIRLPOOL;Blanc;;;"Gros Électroménager/CONGÉLATEUR;Gros Électroménager/CONGÉLATEUR/Congélateur Horizontal;Gros Électroménager"
WHM21102;;;"Congélateur WHIRLPOOL Horizontal - Système de Réfroidissement: Defrost - Volume Brut: 220 Litres - Capacité de Congélation: 15 Kg/24h - Dual cool - Fonction de congélation rapide - Evacuation des eaux de dégivrage - Congélateur à température réglable - 1 Panier - Autonomie en cas de coupure de courant: 36 heures - Dimensions: 86.5 x 80.6 x 64.2 cm - Couleur: Blanc - Garantie: 2 ans";;"Congélateur WHIRLPOOL Horizontal WHM21102 220 Litres - Blanc Optez pour la préservation optimale de vos aliments avec nos congélateurs Horizontal de qualité chez Electro Hadj Kacem. Nos congélateurs, provenant de marques réputées telles que WHIRLPOOL, sont conçus pour offrir un espace de stockage fiable et efficace. Que vous ayez besoin de conserver des produits surgelés, des plats cuisinés d'avance ou même de la glace pour rafraîchir vos boissons, nos congélateurs offrent une capacité généreuse et des fonctionnalités pratiques pour répondre à tous vos besoins. Fiche Technique du Congélateur WHIRLPOOL Horizontal WHM21102 220 Litres - Blanc Référence du Congélateur WHM21102 Marque du Congélateur WHIRLPOOL Type du Congélateur Horizontal Système de refroidissement DeFrost Couleur du Congélateur Blanc Garantie du Congélateur 2 ans &nbsp; Bénéficiez de la technologie de congélation rapide et de la gestion intelligente de la température pour préserver la fraîcheur de vos aliments plus longtemps. Grâce à leur design ergonomique et à leurs options de rangement modulables, nos congélateurs vous offrent une organisation optimale pour simplifier votre quotidien. Découvrez dès maintenant notre gamme complète de congélateurs chez Electro Hadj Kacem, et assurez-vous que vos provisions restent parfaitement préservées.";;;1045.0000;;"Congelateur-WHIRLPOOL-Horizontal-WHM21102-220-Litres-Blanc.jpg;Congelateur-WHIRLPOOL-Horizontal-WHM21102-220-Litres-Blanc-1.jpg;Congelateur-WHIRLPOOL-Horizontal-WHM21102-220-Litres-Blanc-2.jpg";WHIRLPOOL;Blanc;;;"Gros Électroménager/CONGÉLATEUR;Gros Électroménager/CONGÉLATEUR/Congélateur Horizontal;Gros Électroménager"
CF350A2;;;"Congélateur WHIRLPOOL Horizontal - Système de refroidissement: DeFrost - Volume : 400 Litres - Capacité de Congélation: 8 kg/24h - Dual cool - Fonction de congélation rapide - Thermostat réglable - Super isolation - Autonomie en cas de coupure de courant: 45 heures - Dimensions: 91.6 x 101 x 69.8 cm - Couleur: Blanc - Garantie: 2 ans";;"Congélateur WHIRLPOOL Horizontal CF350A2 400 Litres - Blanc Optez pour la préservation optimale de vos aliments avec nos congélateurs Horizontal de qualité chez Electro Hadj Kacem. Nos congélateurs, provenant de marques réputées telles que WHIRLPOOL, sont conçus pour offrir un espace de stockage fiable et efficace. Que vous ayez besoin de conserver des produits surgelés, des plats cuisinés d'avance ou même de la glace pour rafraîchir vos boissons, nos congélateurs offrent une capacité généreuse et des fonctionnalités pratiques pour répondre à tous vos besoins. Fiche Technique du Congélateur WHIRLPOOL Horizontal CF350A2 400 Litres - Blanc Référence du Congélateur CF350A2 Marque du Congélateur WHIRLPOOL Type du Congélateur Horizontal Système de refroidissement DeFrost Couleur du Congélateur Blanc Garantie du Congélateur 2 ans &nbsp; Bénéficiez de la technologie de congélation rapide et de la gestion intelligente de la température pour préserver la fraîcheur de vos aliments plus longtemps. Grâce à leur design ergonomique et à leurs options de rangement modulables, nos congélateurs vous offrent une organisation optimale pour simplifier votre quotidien. Découvrez dès maintenant notre gamme complète de congélateurs chez Electro Hadj Kacem, et assurez-vous que vos provisions restent parfaitement préservées.";;;1289.0000;;"Congelateur-WHIRLPOOL-Horizontal-CF350A2-400-Litres-Blanc.jpg;Congelateur-WHIRLPOOL-Horizontal-CF350A2-400-Litres-Blanc-1.jpg;Congelateur-WHIRLPOOL-Horizontal-CF350A2-400-Litres-Blanc-2.jpg";WHIRLPOOL;Blanc;;;"Gros Électroménager/CONGÉLATEUR;Gros Électroménager/CONGÉLATEUR/Congélateur Horizontal;Gros Électroménager"
CF430A;;;"Congélateur Horizontal Whirlpool en Tunisie - Volume Net: 311L / 450L (Brut) - Defrost - Fonction de congélation rapide - Congélateur à température réglable - 1 tiroir de surgélation - Serrure - Pouvoir de congélation: 20 Kg/24h - Autonomie en cas de coupure de courant: 45h - Couleur Blanc - Dimensions: 91.6 x 118 x 69.8 cm - Garantie 2 ans";;"CONGÉLATEUR HORIZONTAL WHIRLPOOL - CF430A - EN TUNISIE Congélateur Horizontal Whirlpool CF350A2 disponible chez Electro hadj kacem avec : - Volume Net: 311L / 450L (Brut) - Defrost - Fonction de congélation rapide - Congélateur à température réglable - 1 tiroir de surgélation - Serrure - Pouvoir de congélation: 20 Kg/24h - Autonomie en cas de coupure de courant: 45h - Couleur Blanc - Dimensions: 91.6 x 118 x 69.8 cm - Garantie 2 ans";;;1319.0000;;congelateur-horizontal-whirlpool-450l-cf430a.jpg;WHIRLPOOL;;;;"Gros Électroménager/CONGÉLATEUR;Gros Électroménager/CONGÉLATEUR/Congélateur Horizontal;Gros Électroménager"
WHM3911;;;"Congélateur WHIRLPOOL Horizontal WHM3911 - Volume: 500 Litres - Capacité de Congélation: 17 kg/24h - Classe énergétique: A+ - Autonomie en cas de coupure de courant: 45h - Fonction de congélation rapide - Thermostat réglable - Signal de dysfonctionnement visuel - Evacuation des eaux de dégivrage - Lumière LED - Dimensions ( H x L x P): 91.6 x 140.5 x 69.8 cm - Poids: 48.4 kg - Couleur: Blanc - Garantie: 2 ans";;"❄️ Congélateur Horizontal WHIRLPOOL WHM3911 – 500 Litres – Classe A+ – Blanc – Livraison Gratuite en Tunisie Le congélateur horizontal WHIRLPOOL WHM3911 est parfait pour conserver vos aliments sur le long terme, tout en profitant d’une grande capacité de 500 litres.En effet, il allie performance, économie d’énergie et praticité. Grâce à sa classe énergétique A+, il consomme peu d’électricité, mais offre une puissance de congélation remarquable. ⚙️ Caractéristiques techniques Marque : Whirlpool Modèle : WHM3911 Type : Congélateur horizontal Volume total : 500 Litres Capacité de congélation : 17 kg / 24h Classe énergétique : A+ Autonomie en cas de coupure : 45 heures Fonction congélation rapide : Oui Thermostat : Réglable Signal visuel de dysfonctionnement : Oui Évacuation des eaux de dégivrage : Oui Éclairage intérieur : LED Dimensions (H x L x P) : 91.6 x 140.5 x 69.8 cm Poids : 48.4 kg Couleur : Blanc Garantie : 2 ans Livraison : 🚚 Gratuite sur toute la Tunisie 🌟 Description du Congélateur WHIRLPOOL WHM3911 Ce congélateur WHIRLPOOL de 500 litres vous offre une capacité généreuse pour stocker de grandes quantités d’aliments.Mais ce n’est pas tout : il conserve vos produits de façon optimale, grâce à son système de congélation rapide qui maintient la fraîcheur et les valeurs nutritionnelles. Ensuite, son autonomie de 45 heures en cas de coupure électrique vous assure une tranquillité totale.Même sans courant, vos aliments restent parfaitement conservés, ce qui en fait un allié fiable pour tous les foyers tunisiens. De plus, ce modèle est équipé d’un éclairage LED intérieur, vous permettant de repérer vos produits facilement, même dans un espace sombre.Enfin, son signal visuel de dysfonctionnement vous avertit immédiatement en cas de problème, garantissant une sécurité d’utilisation maximale. ✅ Les avantages du Congélateur Whirlpool WHM3911 Grande capacité (500 L) : parfait pour les familles nombreuses 🧊 Économie d’énergie grâce à la classe A+ Autonomie exceptionnelle (45h) en cas de panne de courant Éclairage LED moderne pour une meilleure visibilité Fonction de congélation rapide pour préserver les nutriments Thermostat réglable et signal visuel de sécurité Livraison gratuite partout en Tunisie 🇹🇳 Garantie 2 ans assurée par Electro Hadj Kacem 📈 Mots-clés longue traîne Congélateur Whirlpool WHM3911 Tunisie Congélateur horizontal 500L Whirlpool prix Tunisie Acheter congélateur Whirlpool livraison gratuite Tunisie Congélateur horizontal classe A+ économique Tunisie Grand congélateur Whirlpool 500 litres avec éclairage LED Congélateur horizontal Whirlpool WHM3911 blanc pas cher Congélateur Whirlpool 500L autonomie 45h Tunisie ❓ FAQ – Congélateur WHIRLPOOL WHM3911 1. Quelle est la capacité du congélateur Whirlpool WHM3911 ?👉 Il dispose d’un volume total de 500 litres, idéal pour conserver une grande quantité d’aliments. 2. Quelle est son autonomie en cas de coupure de courant ?👉 Ce modèle peut conserver les aliments jusqu’à 45 heures, même sans électricité. 3. Le congélateur est-il économique ?👉 Oui, il est classé A+, ce qui permet de réduire votre facture d’électricité tout en restant performant. 4. Le congélateur dispose-t-il d’un éclairage intérieur ?👉 Absolument ! Son éclairage LED offre une visibilité parfaite, même dans un espace peu lumineux. 5. Y a-t-il une alerte en cas de problème ?👉 Oui, un signal visuel de dysfonctionnement vous prévient immédiatement en cas d’anomalie. 6. Est-il facile à dégivrer ?👉 Oui, grâce à son système d’évacuation des eaux de dégivrage, l’entretien devient simple et rapide. 7. Ce congélateur est-il livré gratuitement en Tunisie ?👉 Oui ✅ ! La livraison est 100% gratuite sur toute la Tunisie, peu importe votre région. 8. Quelle est la durée de la garantie ?👉 Vous bénéficiez d’une garantie de 2 ans sur le produit, assurée par Electro Hadj Kacem Tunisie. 9. Pourquoi acheter chez Electro Hadj Kacem ?👉 Parce que nous offrons les meilleurs prix, une livraison gratuite rapide, et une large gamme de marques d’électroménager reconnues : Whirlpool, LG, Samsung, Bosch, Beko, Brandt, Candy, Focus, Telefunken, Vestel, Sharp, et bien d’autres.";;;1689.0000;;"Congelateur-WHIRLPOOL-Horizontal-WHM3911-500-Litres-Blanc.jpg;Congelateur-WHIRLPOOL-Horizontal-WHM3911-500-Litres-Blanc-2.jpg;Congelateur-WHIRLPOOL-Horizontal-WHM3911-500-Litres-Blanc-1.jpg";WHIRLPOOL;Blanc;;;"Gros Électroménager/CONGÉLATEUR;Gros Électroménager/CONGÉLATEUR/Congélateur Horizontal;Gros Électroménager"
